Date,Open ,Close ,High,Low,Volume,ADS_Index,Mkt-RF,SMB,HML,RF,Returns,SP500,Open_Close,High_Low,HLOC,EWM_OpenClose
2016-08-11,769.21,770.91,773.75,768.56,15918,-0.18333642147423,0.54,0.14,0.04,0.001,0.000325336564388384,2185.79,770.06,771.155,770.6075,767.136884702338
2016-08-12,771.0,771.73,773.15,765.0,11664,-0.189594557380299,-0.06,0.08,-0.18,0.001,0.003480964705848866,2184.05,771.365,769.075,770.22,768.5462564682254
2016-08-15,773.17,768.9,775.85,767.71,15524,-0.20464895544606,0.39,0.73,0.39,0.001,0.0017100768648039965,2190.15,771.035,771.78,771.4075,769.3758376454837
2016-08-16,766.0,764.5,770.0,763.82,11696,-0.208384252575191,-0.57,-0.27,0.61,0.001,-0.005282135550152414,2178.15,765.25,766.9100000000001,766.08,768.0005584303226
2016-08-17,765.0,763.9,765.8,759.19,13896,-0.211530503128012,0.12,-0.55,0.25,0.001,-0.005807422497084383,2182.22,764.45,762.495,763.4725,766.8170389535485
2016-08-18,764.93,764.0,766.1,760.6,11088,-0.214088116230356,0.32,0.45,0.37,0.001,0.0007719482110088459,2187.02,764.4649999999999,763.35,763.9075,766.0330259690323
2016-08-19,762.69,756.85,766.2,756.16,18154,-0.216057424464003,-0.11,0.12,-0.12,0.001,-0.00022233223381059,2183.87,759.77,761.1800000000001,760.475,763.9453506460216
2016-08-22,756.0,759.58,760.15,752.1,12748,-0.218285376668267,-0.02,0.26,-0.41,0.001,-0.00939705280161078,2182.64,757.79,756.125,756.9575,761.8935670973477
2016-08-23,759.75,762.2,764.7,759.48,11393,-0.217786298321541,0.27,0.56,-0.01,0.001,0.002861284043189135,2186.9,760.975,762.09,761.5325,761.5873780648985
2016-08-24,755.0,756.9,764.44,755.0,13346,-0.216734774243214,-0.56,-0.48,0.4,0.001,0.0039029860583516163,2175.44,755.95,759.72,757.835,759.7082520432657
2016-08-25,758.17,759.31,760.68,754.16,12356,-0.215130667697304,-0.08,0.19,0.48,0.001,-0.006843498392411374,2172.47,758.74,757.42,758.0799999999999,759.3855013621771
2016-08-26,759.0,769.2,770.0,757.5,21103,-0.212973770092212,-0.15,0.15,-0.13,0.001,0.0025981023637834237,2169.04,764.1,763.75,763.925,760.9570009081181
2016-08-29,769.75,771.5,774.98,768.0,16870,-0.202995466516383,0.53,-0.07,0.35,0.001,0.012799417234513926,2180.38,770.625,771.49,771.0575,764.1796672720787
2016-08-30,773.6,767.1,773.6,765.56,13223,-0.198537872466649,-0.14,0.1,0.31,0.001,0.0029734397028020427,2176.12,770.35,769.5799999999999,769.9649999999999,766.2364448480525
2016-08-31,768.91,767.56,770.0,764.0,12490,-0.193627046091024,-0.24,-0.39,0.14,0.001,-0.004821678503919079,2170.95,768.2349999999999,767.0,767.6175,766.9026298987017
2016-09-01,768.79,770.37,772.93,766.75,13336,-0.18826234880529,0.03,0.12,-0.49,0.001,0.0020562444746293667,2170.86,769.5799999999999,769.8399999999999,769.7099999999999,767.7950865991345
2016-09-02,770.65,772.0,776.0,768.6,16464,-0.183063892396548,0.53,0.39,0.36,0.001,0.001896403990056608,2179.98,771.325,772.3,771.8125,768.971724399423
2016-09-06,775.0,789.39,789.5,770.22,29512,-0.166259921784412,0.26,0.06,-0.53,0.001,0.002358959272509786,2186.48,782.1949999999999,779.86,781.0275,773.3794829329488
2016-09-07,789.54,785.0,791.0,784.32,18824,-0.163109310130265,0.09,0.61,0.03,0.001,0.021047196964658847,2186.16,787.27,787.6600000000001,787.465,778.0096552886325
2016-09-08,784.86,783.9,787.5,781.44,15780,-0.160446953627764,-0.18,-0.02,0.57,0.001,-0.005580482998054056,2181.3,784.38,784.47,784.4250000000001,780.1331035257551
2016-09-09,783.25,760.4,784.5,759.67,31775,-0.15827250607472,-2.47,-0.55,0.31,0.001,-0.0005355069248180311,2127.81,771.825,772.085,771.955,777.3637356838368
2016-09-12,754.4,771.5,772.66,751.85,23542,-0.154347590273051,1.44,0.0,-0.47,0.001,-0.030982898908285945,2159.04,762.95,762.255,762.6025,772.559157122558
2016-09-13,769.06,763.98,769.89,759.05,23088,-0.15356499734698,-1.48,-0.25,-0.47,0.001,0.014821050419256958,2127.02,766.52,764.47,765.495,770.546104748372
2016-09-14,766.66,760.29,767.5,758.85,19354,-0.153038389656648,-0.08,0.11,-0.83,0.001,-0.01367718547423225,2125.77,763.4749999999999,763.175,763.3249999999999,768.1890698322482
2016-09-15,764.35,767.14,770.87,757.58,23677,-0.152767698724097,1.07,0.31,-0.33,0.001,0.00010514026427786833,2147.26,765.745,764.225,764.985,767.3743798881655
2016-09-16,769.68,778.53,780.46,768.31,43315,-0.152752889349761,-0.36,0.33,-0.46,0.001,0.011236187194962432,2139.16,774.105,774.385,774.2449999999999,769.6179199254437
2016-09-19,778.53,775.84,782.9,771.0,17225,-0.154148410211143,0.05,0.4,0.16,0.001,0.011406868084655866,2139.12,777.185,776.95,777.0675000000001,772.1402799502958
2016-09-20,779.13,780.52,781.37,775.5,14397,-0.155264613145031,-0.02,-0.21,-0.51,0.001,-0.0044026847404257715,2139.76,779.825,778.435,779.13,774.7018533001974
2016-09-21,782.44,789.75,790.69,779.01,21078,-0.156839694794523,1.12,0.14,0.33,0.001,0.006583871703980781,2163.12,786.095,784.85,785.4725000000001,778.4995688667983
2016-09-22,790.79,804.69,805.89,790.75,31749,-0.158873859976934,0.7,0.85,-0.05,0.001,0.01212787067704879,2177.18,797.74,798.3199999999999,798.03,784.9130459111989
2016-09-23,803.41,805.69,807.75,795.42,17632,-0.161367373206969,-0.6,-0.1,-0.19,0.001,0.01876578735972868,2164.69,804.55,801.585,803.0675,791.4586972741326
2016-09-26,802.95,799.89,805.93,797.14,20064,-0.171309382619428,-0.88,-0.23,-0.35,0.001,0.001303968631070351,2146.1,801.4200000000001,801.535,801.4775,794.7791315160885
2016-09-27,802.93,815.77,816.64,797.6,30464,-0.175184625323241,0.64,-0.07,-0.53,0.001,-0.008212378449274305,2159.93,809.3499999999999,807.12,808.235,799.6360876773923
2016-09-28,816.11,829.19,830.14,814.5,34604,-0.179360032602295,0.56,0.21,1.1,0.001,0.020987989174295136,2171.37,822.6500000000001,822.3199999999999,822.485,807.3073917849283
2016-09-29,830.0,829.05,837.5,814.35,38756,-0.183836147409848,-0.98,-0.42,0.54,0.001,0.015333175335552621,2151.13,829.525,825.925,827.7249999999999,814.7132611899523
2016-09-30,829.75,837.7,839.95,826.41,36400,-0.188613551801965,0.88,0.38,0.35,0.001,0.0003981457168624102,2168.27,833.725,833.1800000000001,833.4525000000001,821.0505074599682
2016-10-03,837.7,837.89,839.86,831.25,21808,-0.203965075090861,-0.26,-0.03,-0.13,0.001,0.009913917428085686,2161.2,837.7950000000001,835.5550000000001,836.6750000000001,826.6320049733122
2016-10-04,840.1,833.5,842.37,830.26,22819,-0.208824450216323,-0.46,0.04,0.09,0.001,-0.0006809928330866171,2150.49,836.8,836.315,836.5575,830.0213366488748
2016-10-05,834.96,843.5,845.67,834.95,26164,-0.213512982028966,0.58,0.28,0.78,0.001,-0.0032439693622317817,2159.73,839.23,840.31,839.77,833.0908910992499
2016-10-06,846.01,842.24,847.21,840.6,21332,-0.218031280206709,-0.06,-0.27,0.37,0.001,0.012309518467184841,2160.77,844.125,843.905,844.0149999999999,836.7689273995001
2016-10-07,841.5,838.77,845.95,837.45,19200,-0.222379932290975,-0.38,-0.51,0.16,0.001,-0.0032028260344960863,2153.74,840.135,841.7,840.9175,837.8909515996668
2016-10-10,842.5,842.0,846.26,839.43,14153,-0.234375178918439,0.52,0.57,0.01,0.001,-0.0026530184024396277,2163.66,842.25,842.845,842.5475,839.3439677331113
2016-10-11,841.1,831.5,842.89,828.35,27296,-0.237604420993576,-1.3,-0.59,0.49,0.001,0.002712481265818964,2136.73,836.3,835.62,835.96,838.3293118220743
2016-10-12,831.53,834.0,837.67,830.1,18017,-0.240258684260924,0.06,-0.23,0.37,0.001,-0.012805768146370166,2139.18,832.765,833.885,833.325,836.4745412147163
2016-10-13,830.0,828.76,834.09,821.21,22979,-0.242338313870259,-0.42,-0.68,-0.63,0.001,0.003711547720709192,2132.55,829.38,827.6500000000001,828.5150000000001,834.1096941431442
2016-10-14,833.69,822.44,836.4,822.0,23666,-0.243843580248297,0.01,-0.36,0.57,0.001,-0.005783453164666984,2132.98,828.065,829.2,828.6325,832.0947960954295
2016-10-17,822.81,818.0,822.96,811.68,25865,-0.245284283998059,-0.29,-0.05,0.14,0.001,-0.007650265855946661,2126.5,820.405,817.3199999999999,818.8625,828.198197396953
2016-10-18,821.0,818.05,823.26,815.02,19679,-0.245625242389759,0.6,-0.16,0.03,0.001,-0.012238001752924286,2139.6,819.525,819.14,819.3325,825.3071315979687
2016-10-19,817.5,817.4,822.01,815.17,16212,-0.246154651115274,0.25,0.04,0.91,0.001,0.005764779728192094,2144.29,817.45,818.5899999999999,818.02,822.6880877319792
2016-10-20,818.93,812.98,818.93,803.1,25001,-0.246872579016799,-0.16,-0.03,-0.11,0.001,4.889258426056332e-05,2141.34,815.9549999999999,811.015,813.485,820.4437251546528
2016-10-21,810.0,818.99,820.0,808.2,22062,-0.247779119450805,0.02,-0.12,-0.32,0.001,-0.0090540540979679,2141.16,814.495,814.1,814.2974999999999,818.4608167697686
2016-10-24,824.0,838.48,838.99,820.6,31941,-0.251238831269536,0.54,0.06,-0.16,0.001,0.010642621539051048,2151.33,831.24,829.7950000000001,830.5175,822.7205445131792
2016-10-25,841.3,834.5,843.09,831.52,25498,-0.251942068918574,-0.46,-0.58,0.23,0.001,0.02305366394324339,2143.16,837.9,837.3050000000001,837.6025,827.7803630087861
2016-10-26,835.0,825.07,836.5,820.0,31258,-0.252268338382901,-0.23,-0.85,0.74,0.001,-0.0034782633993231376,2139.43,830.0350000000001,828.25,829.1425,828.5319086725242
2016-10-27,827.33,772.0,832.59,745.0,61576,-0.252217682089293,-0.33,-0.96,0.6,0.001,-0.015189330131196018,2133.04,799.665,788.7950000000001,794.23,818.9096057816828
2016-10-28,772.0,776.5,789.49,772.0,79327,-0.251790093450609,-0.29,-0.1,0.1,0.001,-0.005155612710595492,2126.41,774.25,780.745,777.4975,804.023070521122
2016-10-31,781.91,791.35,793.73,776.32,42592,-0.248418286020333,0.02,0.02,0.14,0.001,-0.05273750392575312,2126.15,786.63,785.0250000000001,785.8275,798.2253803474148
2016-11-01,792.99,784.75,800.84,776.71,42399,-0.247457567225917,-0.68,-0.35,0.17,0.001,0.01724026492872726,2111.72,788.87,788.7750000000001,788.8225,795.1069202316098
2016-11-02,785.0,758.26,822.96,757.0,37742,-0.246962442590842,-0.73,-0.66,0.35,0.001,-0.005599240209681233,2097.94,771.63,789.98,780.8050000000001,787.2812801544067
2016-11-03,759.67,767.41,777.0,759.21,31191,-0.246216006053251,-0.4,-0.47,1.02,0.001,-0.02559825049417114,2088.66,763.54,768.105,765.8225,779.3675201029379
2016-11-04,765.08,756.45,768.65,753.23,41496,-0.245218160549521,-0.12,0.86,-0.43,0.001,0.0019183622820527848,2085.18,760.7650000000001,760.94,760.8525,773.1666800686254
2016-11-07,769.25,786.4,787.74,767.26,47744,-0.240085793518646,2.23,0.2,-0.16,0.001,-0.01574199551064754,2131.52,777.825,777.5,777.6625,774.7194533790837
2016-11-08,785.26,790.0,791.74,779.1,26299,-0.237502044990334,0.4,-0.08,-0.19,0.001,0.03881057658502576,2139.56,787.63,785.4200000000001,786.5250000000001,779.0229689193892
2016-11-09,766.0,771.0,777.51,760.09,65007,-0.234716109345947,1.46,1.83,0.99,0.001,0.003586247723547586,2163.26,768.5,768.8,768.65,775.5153126129262
2016-11-10,781.0,744.0,781.1,717.7,99611,-0.23172762431356,0.32,1.14,1.8,0.001,-0.020351676631538085,2167.48,762.5,749.4000000000001,755.95,771.1768750752842
2016-11-11,742.34,742.0,743.26,728.9,53118,-0.228536201282533,0.18,2.5,-0.04,0.001,-0.038967855816811316,2164.45,742.1700000000001,736.0799999999999,739.125,761.5079167168562
2016-11-14,742.43,721.34,746.5,710.1,57197,-0.21706075134871,0.21,0.58,1.43,0.001,-0.004549782001040874,2164.2,731.885,728.3,730.0925,751.6336111445709
2016-11-15,720.07,744.48,746.78,719.95,53187,-0.21137268735728,0.8,-0.55,0.15,0.001,-0.02735274603018856,2180.39,732.2750000000001,733.365,732.82,745.1807407630473
2016-11-16,741.21,743.0,749.87,735.61,27896,-0.20447792315444,-0.12,0.3,-0.56,0.001,0.03306027375214454,2176.94,742.105,742.74,742.4225,744.1554938420315
2016-11-17,747.0,760.01,760.5,746.42,28470,-0.196375562172632,0.56,0.13,-0.13,0.001,0.004363213736256007,2187.12,753.505,753.46,753.4825000000001,747.2719958946877
2016-11-18,756.18,761.0,767.75,756.18,33289,-0.187064550813248,-0.16,0.56,0.39,0.001,0.013188160867340025,2181.9,758.5899999999999,761.9649999999999,760.2774999999999,751.0446639297918
2016-11-21,764.0,782.4,782.68,763.5,35559,-0.152188564759102,0.77,-0.26,0.08,0.001,0.004958533406226778,2198.18,773.2,773.0899999999999,773.145,758.4297759531946
2016-11-22,785.0,785.49,792.4,781.0,41767,-0.138462092316462,0.31,0.54,0.58,0.001,0.025765017763864938,2202.94,785.245,786.7,785.9725000000001,767.3681839687965
2016-11-23,786.0,781.6,786.0,773.12,27791,-0.123630374306081,0.16,0.52,0.18,0.001,0.006810113575499953,2204.72,783.8,779.56,781.68,772.8454559791977
2016-11-25,782.45,780.49,786.75,777.9,14468,-0.0906433429804745,0.4,-0.08,-0.24,0.001,-0.006656285664030035,2213.35,781.47,782.325,781.8975,775.7203039861319
2016-11-28,778.42,767.0,778.42,764.24,33950,-0.0330314620201828,-0.64,-0.77,0.07,0.001,0.0003204121830205624,2201.72,772.71,771.3299999999999,772.02,774.7168693240881
2016-11-29,769.05,761.69,771.0,761.32,25338,-0.0122512850732717,0.11,-0.36,-0.07,0.001,-0.017581246919219914,2204.66,765.37,766.1600000000001,765.765,771.6012462160588
2016-11-30,762.02,752.0,768.09,750.25,36076,0.00913292079370389,-0.25,-0.4,2.25,0.001,-0.005558148984312115,2198.81,757.01,759.1700000000001,758.09,766.7374974773727
2016-12-01,750.42,744.5,754.3,738.03,35902,0.0311239362973309,-0.36,-0.67,2.06,0.001,-0.01579583667175238,2191.08,747.46,746.165,746.8125,760.3116649849152
2016-12-02,742.12,741.5,748.5,736.7,28058,0.0530077793834636,0.0,0.05,-0.32,0.001,-0.009262400890990171,2191.95,741.81,742.6,742.205,754.1444433232768
2016-12-05,748.56,761.18,761.49,742.0,33276,0.110791090203365,0.75,1.1,0.28,0.001,-0.004460949703626446,2204.71,754.8699999999999,751.745,753.3075,754.3862955488512
2016-12-06,761.3,763.75,768.24,757.25,29090,0.127884265107744,0.48,0.63,0.23,0.001,0.02536637688569522,2212.23,762.525,762.745,762.635,757.0991970325675
2016-12-07,765.0,769.8,770.5,755.82,27498,0.143967164276897,1.26,-0.63,0.52,0.001,0.00703376233920767,2241.35,767.4,763.1600000000001,765.28,760.5327980217118
2016-12-08,769.69,767.02,773.79,765.19,24537,0.159041879066694,0.36,1.15,0.59,0.001,0.00742608278791018,2246.19,768.355,769.49,768.9225,763.1401986811412
2016-12-09,767.87,768.66,771.0,765.34,18648,0.173110369732743,0.46,-0.28,0.12,0.001,-0.004018819910665985,2259.53,768.265,768.1700000000001,768.2175,764.8484657874276
2016-12-12,765.38,759.95,767.42,757.2,22041,0.20925863112627,-0.3,-0.94,-0.1,0.001,0.001731725259959668,2256.96,762.665,762.31,762.4875,764.1206438582851
2016-12-13,763.12,775.0,782.46,762.0,41163,0.219395888423155,0.6,-0.51,-0.28,0.001,-0.011172394995085039,2271.72,769.06,772.23,770.645,765.7670959055234
2016-12-14,777.77,770.99,780.86,762.81,42706,0.228648955826161,-0.82,-0.36,-0.28,0.001,0.01853477951500058,2253.28,774.38,771.835,773.1075000000001,768.6380639370157
2016-12-15,769.41,761.31,769.59,760.2,29101,0.237019036567158,0.46,0.37,0.28,0.001,-0.007154207499518811,2262.03,765.3599999999999,764.895,765.1274999999999,767.5453759580105
2016-12-16,764.94,757.77,765.51,754.0,36168,0.244507219057962,-0.22,0.05,-0.41,0.001,-0.01022352312904401,2258.07,761.355,759.755,760.555,765.4819173053404
2016-12-19,760.0,766.3,770.5,756.16,24505,0.26153784853031,0.22,0.31,0.09,0.001,-0.004253421949458181,2262.53,763.15,763.3299999999999,763.24,764.7046115368937
2016-12-20,768.39,771.22,774.39,766.0,20503,0.264824499757951,0.44,0.43,0.68,0.001,0.010802233828363579,2270.76,769.8050000000001,770.1949999999999,770.0,766.4047410245959
2016-12-21,771.88,770.5,772.0,765.7,15832,0.266702050736179,-0.24,-0.38,0.23,0.001,0.006791469226672917,2265.18,771.19,768.85,770.02,767.9998273497306
2016-12-22,767.56,765.0,771.21,763.02,19918,0.26717074561421,-0.3,-0.75,0.25,0.001,-0.0008042379197701445,2260.96,766.28,767.115,766.6975,767.4265515664871
2016-12-23,764.66,760.45,766.5,757.99,15331,0.266230645339253,0.19,0.56,-0.51,0.001,-0.0055434303233225235,2263.79,762.5550000000001,762.245,762.4000000000001,765.8027010443247
2016-12-27,762.0,771.0,774.65,761.2,20882,0.2488505953902,0.27,0.21,0.13,0.001,-0.007531487332804319,2268.88,766.5,767.925,767.2125,766.0351340295499
2016-12-28,772.5,771.99,780.0,770.49,25619,0.240670651461632,-0.87,-0.27,0.09,0.001,0.014112593495023302,2249.92,772.245,775.245,773.7449999999999,768.1050893530332
2016-12-29,774.59,765.05,774.59,760.85,24816,0.230793664091471,-0.04,0.13,-0.31,0.001,0.0009458592197211177,2249.26,769.8199999999999,767.72,768.77,768.6767262353555
2016-12-30,767.0,749.5,768.0,748.28,31098,0.21921834891579,-0.52,-0.11,0.21,0.001,-0.009081011702667998,2238.83,758.25,758.14,758.1949999999999,765.2011508235704
2017-01-03,756.3,753.02,761.0,747.7,27386,0.161194836632158,0.83,-0.11,0.08,0.002,-0.020172072898201544,2257.83,754.66,754.35,754.505,761.6874338823803
2017-01-04,756.0,756.5,759.68,754.2,18273,0.146505221027187,0.79,0.96,-0.15,0.002,0.0050547323603063075,2270.75,756.25,756.94,756.595,759.8749559215869
2017-01-05,757.37,781.7,782.4,756.0,46024,0.131943861353511,-0.21,-0.86,-0.8,0.002,0.004646412775059789,2269.0,769.5350000000001,769.2,769.3675000000001,763.0949706143913
2017-01-06,781.0,795.12,799.44,778.0,47261,0.117508864110167,0.29,-0.63,-0.31,0.002,0.030269695139558895,2276.98,788.06,788.72,788.39,771.4166470762609
2017-01-09,797.5,796.65,801.78,791.77,27449,0.0749246201001599,-0.37,-0.27,-1.04,0.002,0.01971591860826105,2268.9,797.075,796.775,796.9250000000001,779.969431384174
2017-01-10,798.0,795.5,798.0,789.54,19292,0.0610208288946286,0.16,0.97,0.56,0.002,0.001167665620065829,2268.9,796.75,793.77,795.26,785.562954256116
2017-01-11,796.5,799.05,799.51,789.51,22425,0.047297283214884,0.31,-0.32,0.53,0.002,-0.00128069604214846,2275.32,797.775,794.51,796.1424999999999,789.633636170744
2017-01-12,797.47,814.14,814.14,796.25,37478,0.0337521985059445,-0.3,-0.57,-0.89,0.002,0.0039124218064256954,2270.44,805.8050000000001,805.1949999999999,805.4999999999999,795.0240907804961
2017-01-13,815.64,816.8,821.65,811.4,29127,0.0203838134191792,0.29,0.63,-0.08,0.002,0.018132024397187016,2274.64,816.22,816.525,816.3725,802.0893938536642
2017-01-17,815.0,809.03,816.96,803.44,28068,-0.0314206929043386,-0.49,-0.86,-0.59,0.002,0.004292430995670293,2267.89,812.015,810.2,811.1075000000001,805.3979292357761
2017-01-18,809.25,810.99,811.73,804.27,17671,-0.0438127432598144,0.24,0.17,0.24,0.002,-0.00912198408710199,2271.89,810.12,808.0,809.06,806.9719528238508
2017-01-19,808.12,809.45,813.51,807.32,19206,-0.0559380192749201,-0.38,-0.5,-0.04,0.002,-0.00277021085871509,2263.69,808.7850000000001,810.415,809.5999999999999,807.5763018825672
2017-01-20,812.0,807.52,816.02,806.25,26022,-0.0677980976720436,0.33,0.06,0.18,0.002,0.0019300701813810544,2271.31,809.76,811.135,810.4475,808.3042012550449
2017-01-23,806.7,818.15,818.5,805.08,19865,-0.101984401760389,-0.29,-0.02,-0.3,0.002,-0.0008779203865468693,2265.2,812.425,811.79,812.1075,809.6778008366966
2017-01-24,819.82,822.63,823.99,814.49,22611,-0.113723754230483,0.83,0.68,0.8,0.002,0.011745220673574214,2280.07,821.225,819.24,820.2325000000001,813.5268672244645
2017-01-25,827.0,836.08,837.42,825.11,31076,-0.125948380224972,0.84,0.15,0.35,0.002,0.005559901393969407,2298.37,831.54,831.265,831.4024999999999,819.5312448163097
2017-01-26,838.9,834.05,845.0,832.0,27457,-0.138659869385317,-0.1,-0.62,0.38,0.002,0.016974919112691896,2296.68,836.4749999999999,838.5,837.4875,825.1791632108732
2017-01-27,836.17,835.54,839.7,829.44,22802,-0.151859874662718,-0.12,0.03,-0.66,0.002,0.0031390501596762353,2294.69,835.855,834.57,835.2125,828.7377754739156
2017-01-30,832.89,830.15,834.23,816.38,27862,-0.193847517471166,-0.68,-0.72,-0.41,0.002,-0.004036023809396867,2280.9,831.52,825.3050000000001,828.4125,829.6651836492771
2017-01-31,827.99,824.75,828.7,819.56,23685,-0.208347471668431,0.0,0.88,-0.55,0.002,-0.006470046180659677,2278.87,826.37,824.13,825.25,828.566789099518
2017-02-01,827.33,835.34,835.51,823.48,28947,-0.223234111327939,0.04,-0.05,0.02,0.002,-0.00834419491056505,2279.55,831.335,829.495,830.4150000000001,829.4895260663454
2017-02-02,833.85,805.1,842.49,801.0,53312,-0.238414080152023,-0.02,-0.26,-0.31,0.002,0.010713758152059712,2280.85,819.475,821.745,820.61,826.151350710897
2017-02-03,808.11,808.6,818.3,801.0,81125,-0.252693522150334,0.82,0.55,0.64,0.002,0.00908938393679257,2297.42,808.355,809.65,809.0024999999999,820.2192338072648
2017-02-06,810.95,805.75,813.17,803.0,30077,-0.28969661063079,-0.27,-0.57,-0.2,0.002,-0.03606123496303995,2292.56,808.35,808.085,808.2175,816.2628225381766
2017-02-07,808.68,812.5,816.16,806.33,26736,-0.299383199201966,-0.01,-0.3,-0.51,0.002,-0.003164712324943279,2293.08,810.5899999999999,811.245,810.9175,814.3718816921178
2017-02-08,813.14,820.01,821.48,812.0,21209,-0.307619161495,0.06,-0.24,-0.53,0.002,0.005999480949087959,2294.67,816.575,816.74,816.6575,815.1062544614119
2017-02-09,820.85,820.98,825.0,819.71,18151,-0.314405568481481,0.72,0.71,0.02,0.002,0.008834731804651798,2307.87,820.915,822.355,821.635,817.0425029742747
2017-02-10,822.0,827.5,828.0,822.0,17689,-0.319743302638627,0.38,0.39,0.12,0.002,0.0020108387197707543,2316.1,824.75,825.0,824.875,819.6116686495166
2017-02-13,828.64,836.45,843.0,828.0,31781,-0.327178434457707,0.49,-0.32,0.32,0.002,0.007399309573373697,2328.25,832.5450000000001,835.5,834.0225,823.9227790996778
2017-02-14,836.0,835.62,838.31,831.45,21165,-0.327063615246405,0.45,-0.23,0.33,0.002,0.010901623866990881,2337.58,835.81,834.88,835.345,827.885186066452
2017-02-15,839.99,842.38,842.85,832.81,22259,-0.325730868001404,0.54,0.19,-0.44,0.002,-0.00016738875337062397,2349.25,841.185,837.8299999999999,839.5074999999999,832.3184573776347
2017-02-16,844.83,843.5,845.0,839.37,20438,-0.323180019417583,-0.16,-0.21,-0.03,0.002,0.007516007602941598,2347.22,844.165,842.185,843.175,836.2673049184232
2017-02-17,841.31,845.0,847.27,840.73,24295,-0.319410737792797,0.2,-0.01,-0.57,0.002,0.001707338368490305,2351.16,843.155,844.0,843.5775,838.5632032789488
2017-02-21,846.73,855.35,857.98,846.73,25746,-0.292329889422092,0.6,-0.04,0.13,0.002,0.0011010970593938467,2365.38,851.04,852.355,851.6975,842.7221355192992
2017-02-22,857.9,854.8,858.43,852.18,19387,-0.283206934946235,-0.15,-0.38,0.11,0.002,0.013364792660089782,2362.82,856.3499999999999,855.305,855.8274999999999,847.2647570128661
2017-02-23,857.0,852.0,860.86,848.0,27148,-0.273295418840552,-0.11,-0.68,0.26,0.002,-0.0009696177930918961,2363.81,854.5,854.4300000000001,854.465,849.6765046752441
2017-02-24,845.0,845.49,847.03,837.75,28523,-0.262594052251139,0.15,0.04,-0.92,0.002,-0.004005138303937642,2367.34,845.245,842.39,843.8174999999999,848.1993364501628
2017-02-27,847.46,848.19,852.5,839.67,20448,-0.225180217891117,0.22,0.82,-0.34,0.002,-0.008188910141427978,2369.75,847.825,846.085,846.955,848.0745576334419
2017-02-28,848.17,844.0,854.09,842.05,21399,-0.209940105182588,-0.42,-1.38,0.21,0.002,0.004014486924960259,2363.64,846.085,848.0699999999999,847.0775,847.411371755628
2017-03-01,850.71,852.9,854.83,845.04,19574,-0.193093778590682,1.47,0.43,0.71,0.001,-0.0042511483120915685,2395.96,851.8050000000001,849.935,850.87,848.875914503752
2017-03-02,853.41,849.0,854.94,847.28,16105,-0.175834877419253,-0.7,-0.53,-0.88,0.001,0.009469412176546947,2381.92,851.2049999999999,851.11,851.1575,849.6522763358348
2017-03-03,848.0,848.62,851.99,846.0,14395,-0.158603360460107,0.09,-0.21,0.13,0.001,-0.004900207837611914,2383.12,848.31,848.995,848.6524999999999,849.2048508905566
2017-03-06,848.0,845.5,848.49,841.12,19067,-0.107302647249686,-0.38,-0.36,-0.1,0.001,0.001142027111050297,2375.31,846.75,844.8050000000001,845.7775,848.3865672603712
2017-03-07,846.01,845.0,848.46,843.61,17037,-0.0908255466413948,-0.36,-0.29,-0.05,0.001,-0.0038550466775828943,2368.39,845.505,846.0350000000001,845.77,847.4260448402474
2017-03-08,846.4,850.5,853.07,846.4,16927,-0.0747800751369635,-0.19,-0.1,-0.82,0.001,-0.0006970986242099617,2362.98,848.45,849.735,849.0925,847.7673632268318
2017-03-09,850.58,853.99,856.4,849.23,14455,-0.0591641462474654,0.04,-0.47,-0.28,0.001,0.005281388207087943,2364.87,852.2850000000001,852.815,852.55,849.2732421512213
2017-03-10,855.16,852.6,857.4,851.5,17730,-0.0439757293399765,0.34,0.09,-0.39,0.001,0.002935135655762573,2372.6,853.88,854.45,854.165,850.8088281008143
2017-03-13,852.46,854.6,855.69,851.71,14110,-0.000792700872702556,0.13,0.33,-0.02,0.001,-0.0006332344482756152,2373.47,853.53,853.7,853.615,851.7158854005429
2017-03-14,853.48,851.9,854.59,847.55,15790,0.0132496089567105,-0.36,-0.23,0.03,0.001,0.002495540311393706,2365.45,852.69,851.0699999999999,851.88,852.0405902670287
2017-03-15,853.89,852.31,855.0,847.11,19372,0.0272551688517917,0.86,0.73,-0.42,0.001,-0.002413420184066992,2385.26,853.0999999999999,851.0550000000001,852.0775,852.393726844686
2017-03-16,857.3,853.0,857.3,850.51,13689,0.0412258000395228,-0.06,0.45,0.24,0.001,0.0005159097153420895,2381.38,855.15,853.905,854.5274999999999,853.312484563124
2017-03-17,852.52,852.69,853.83,849.0,25285,0.0551633192048967,-0.08,0.62,-0.26,0.001,0.0005274433424527122,2378.25,852.605,851.415,852.01,853.0766563754162
2017-03-20,852.96,856.7,857.8,851.01,17539,0.0965773382444449,-0.25,-0.07,-0.75,0.001,-0.0013014781577888983,2373.47,854.83,854.405,854.6175000000001,853.6611042502775
2017-03-21,859.0,841.8,862.8,841.31,33231,0.109864409395069,-1.48,-1.34,-0.68,0.001,0.005452570239861373,2344.02,850.4,852.055,851.2275,852.574069500185
2017-03-22,839.5,848.3,849.37,838.0,19807,0.122809208164896,0.16,-0.3,-0.54,0.001,-0.016198686292000344,2348.45,843.9,843.685,843.7925,849.6827130001234
