,Y,Y_RF,sig_1,pos_1,bal_1,sig_2,pos_2,bal_2,sig_3,pos_3,bal_3,Y_close,PL1,PL2,PL3
172,1129.35,1127.5501128581004,-1.0,-1.0,929236.0,-1.0,0.0,955420.0000000001,-1.0,-1.0,1164448.0,1126.6,1650.0,0.0,-2040.0
173,1126.6,1124.526823601702,-1.0,-1.0,920896.0,-1.0,0.0,955420.0000000001,-1.0,-1.0,1172788.0,1140.5,-8340.0,0.0,8340.0
174,1142.17,1144.0624719819755,1.0,1.0,929859.9999999999,1.0,1.0,964384.0,-1.0,-1.0,1182754.0,1157.11,8963.999999999884,8963.999999999884,9966.0
175,1165.0,1149.5963523753005,-1.0,-1.0,916660.0,-1.0,-1.0,951184.0,-1.0,-1.0,1200688.0,1187.0,-13199.999999999884,-13200.0,17934.0
176,1193.0,1173.880024845223,-1.0,-1.0,915760.0,-1.0,0.0,951184.0,-1.0,-1.0,1205188.0,1194.5,-900.0,0.0,4500.0
177,1197.0,1193.4829199934131,-1.0,-1.0,919660.0,-1.0,0.0,951184.0,-1.0,-1.0,1202788.0,1190.5,3900.0,0.0,-2400.0
178,1193.0,1189.4699917722414,-1.0,-1.0,938560.0,-1.0,0.0,951184.0,-1.0,-1.0,1185388.0,1161.5,18900.0,0.0,-17400.0
179,1162.57,1164.554677589948,1.0,1.0,949378.0,1.0,1.0,962002.0,-1.0,-1.0,1196848.0,1180.6,10818.0,10818.0,11460.0
180,1170.41,1172.0902773211048,1.0,1.0,944452.0,1.0,0.0,962002.0,-1.0,-1.0,1185808.0,1162.2,-4926.0,0.0,-11040.0
181,1170.5,1170.2312510265356,-1.0,-1.0,966328.0,-1.0,-1.0,983878.0,-1.0,-1.0,1168912.0,1134.04,21876.0,21876.0,-16896.0
182,1134.07,1144.2429452285035,1.0,1.0,971704.0,1.0,1.0,989254.0,-1.0,-1.0,1174306.0,1143.03,5376.0,5376.0,5394.0
183,1139.28,1138.051240163092,-1.0,-1.0,961072.0,-1.0,-1.0,978622.0,-1.0,-1.0,1182688.0,1157.0,-10632.0,-10632.0,8382.0
184,1157.23,1163.1606884993764,1.0,1.0,964174.0,1.0,1.0,981724.0,-1.0,-1.0,1185928.0,1162.4,3102.0,3102.0,3240.0
185,1165.0,1164.3144140322654,-1.0,-1.0,965764.0,-1.0,-1.0,983314.0,-1.0,-1.0,1185898.0,1162.35,1590.0,1590.0,-30.0
186,1162.35,1163.2093747988836,1.0,1.0,969424.0,1.0,1.0,986974.0,-1.0,-1.0,1189558.0,1168.45,3660.0,3660.0,3660.0
187,1169.98,1169.0289983977182,-1.0,-1.0,973300.0,-1.0,-1.0,990850.0,-1.0,-1.0,1186600.0,1163.52,3876.0,3876.0,-2958.0
188,1169.28,1170.7017995337872,1.0,1.0,970438.0,1.0,1.0,987988.0,-1.0,-1.0,1187194.0,1164.51,-2862.0,-2862.0,594.0
189,1164.99,1164.9265312097114,-1.0,-1.0,964888.0,-1.0,-1.0,982438.0,-1.0,-1.0,1193032.0,1174.24,-5550.0,-5550.0,5838.0
190,1176.07,1174.0238699599315,-1.0,-1.0,963490.0,-1.0,0.0,982438.0,-1.0,-1.0,1195528.0,1178.4,-1398.0,0.0,2496.0
191,1188.74,1177.5805074578375,-1.0,-1.0,961396.0,-1.0,0.0,982438.0,-1.0,-1.0,1203826.0,1192.23,-2094.0,0.0,8298.0
192,1195.0,1189.3232636131695,-1.0,-1.0,966196.0,-1.0,0.0,982438.0,-1.0,-1.0,1200688.0,1187.0,4800.0,0.0,-3138.0
193,1190.8,1190.9193726507726,1.0,1.0,955846.0,1.0,1.0,972088.0,-1.0,-1.0,1192618.0,1173.55,-10350.0,-10350.0,-8070.0
194,1177.77,1179.085624543374,1.0,1.0,954304.0,1.0,0.0,972088.0,-1.0,-1.0,1193608.0,1175.2,-1542.0,0.0,990.0
195,1175.0,1175.236576040694,1.0,1.0,949504.0,1.0,0.0,972088.0,-1.0,-1.0,1188688.0,1167.0,-4800.0,0.0,-4920.0
196,1167.5,1169.9052052007632,1.0,1.0,955060.0,1.0,0.0,972088.0,-1.0,-1.0,1194544.0,1176.76,5556.0,0.0,5856.0
197,1178.0,1173.4699961720755,-1.0,-1.0,952120.0,-1.0,-1.0,969148.0,-1.0,-1.0,1198228.0,1182.9,-2940.0,-2940.0,3684.0
198,1187.79,1184.1654644959676,-1.0,-1.0,952984.0,-1.0,0.0,969148.0,-1.0,-1.0,1200298.0,1186.35,864.0,0.0,2070.0
199,1187.5,1187.4728987086012,-1.0,-1.0,963922.0,-1.0,0.0,969148.0,-1.0,-1.0,1190050.0,1169.27,10938.0,0.0,-10248.0
200,1167.8,1176.7447501010574,1.0,1.0,974842.0,1.0,1.0,980068.0,-1.0,-1.0,1200088.0,1186.0,10920.0,10920.0,10038.0
201,1188.77,1185.8772972403467,-1.0,-1.0,966304.0,-1.0,-1.0,971530.0,-1.0,-1.0,1210288.0,1203.0,-8538.0,-8538.0,10200.0
202,1208.0,1199.3693725789724,-1.0,-1.0,964948.0,-1.0,0.0,971530.0,-1.0,-1.0,1214644.0,1210.26,-1356.0,0.0,4356.0
203,1210.92,1211.0068933384414,1.0,1.0,976702.0,1.0,1.0,983284.0,-1.0,-1.0,1226794.0,1230.51,11754.0,11754.0,12150.0
204,1233.39,1224.6302489288505,-1.0,-1.0,968440.0,-1.0,-1.0,975022.0,-1.0,-1.0,1236784.0,1247.16,-8262.0,-8262.0,9990.0
205,1248.26,1243.0264573950615,-1.0,-1.0,965758.0,-1.0,0.0,975022.0,-1.0,-1.0,1240126.0,1252.73,-2682.0,0.0,3342.0
206,1250.0,1250.0483498719955,1.0,1.0,969364.0,1.0,1.0,978628.0,-1.0,-1.0,1242094.0,1256.01,3606.0,3606.0,1968.0
207,1257.0,1248.4859586217492,-1.0,-1.0,956926.0,-1.0,-1.0,966190.0,-1.0,-1.0,1255126.0,1277.73,-12438.0,-12438.0,13032.0
208,1282.0,1269.3640358723194,-1.0,-1.0,941926.0,-1.0,0.0,966190.0,-1.0,-1.0,1272688.0,1307.0,-15000.0,0.0,17562.0
209,1315.5,1293.1194701008035,-1.0,-1.0,951826.0,-1.0,0.0,966190.0,-1.0,-1.0,1267888.0,1299.0,9900.0,0.0,-4800.0
210,1310.0,1306.9832714427685,-1.0,-1.0,958552.0,-1.0,0.0,966190.0,-1.0,-1.0,1267762.0,1298.79,6726.0,0.0,-126.0
211,1296.08,1295.966785838143,-1.0,-1.0,959812.0,-1.0,0.0,966190.0,-1.0,-1.0,1264876.0,1293.98,1260.0,0.0,-2886.0
212,1297.7,1295.3876618022439,-1.0,-1.0,961822.0,-1.0,0.0,966190.0,-1.0,-1.0,1265098.0,1294.35,2010.0,0.0,222.0
213,1296.0,1300.3897829050075,1.0,1.0,985072.0,1.0,1.0,989440.0,-1.0,-1.0,1289338.0,1334.75,23250.0,23250.0,24240.0
214,1339.0,1320.2123449177598,-1.0,-1.0,971770.0,-1.0,-1.0,976138.0,-1.0,-1.0,1305190.0,1361.17,-13302.0,-13302.0,15852.0
215,1365.0,1348.6078667576323,-1.0,-1.0,975070.0,-1.0,0.0,976138.0,-1.0,-1.0,1304188.0,1359.5,3300.0,0.0,-1002.0
216,1366.69,1365.8795551712444,-1.0,-1.0,968284.0,-1.0,0.0,976138.0,-1.0,-1.0,1315288.0,1378.0,-6786.0,0.0,11100.0
217,1382.0,1366.44881702411,-1.0,-1.0,953704.0,-1.0,0.0,976138.0,-1.0,-1.0,1332268.0,1406.3,-14580.0,0.0,16980.0
218,1408.0,1392.562968559133,-1.0,-1.0,947098.0,-1.0,0.0,976138.0,-1.0,-1.0,1339894.0,1419.01,-6606.0,0.0,7626.0
219,1411.5,1411.7238567689496,1.0,1.0,962998.0,1.0,1.0,992038.0,-1.0,-1.0,1351288.0,1438.0,15900.0,15900.0,11394.0
220,1448.0,1416.11449611384,-1.0,-1.0,953998.0,-1.0,-1.0,983038.0,-1.0,-1.0,1366288.0,1463.0,-9000.0,-9000.0,15000.0
221,1468.45,1456.3434381365698,-1.0,-1.0,948808.0,-1.0,0.0,983038.0,-1.0,-1.0,1374748.0,1477.1,-5190.0,0.0,8460.0
222,1471.73,1454.9048958568667,-1.0,-1.0,975646.0,-1.0,0.0,983038.0,-1.0,-1.0,1344688.0,1427.0,26838.0,0.0,-30060.0
223,1421.0,1439.6219604961982,1.0,1.0,948046.0,1.0,1.0,955438.0,-1.0,-1.0,1313488.0,1375.0,-27600.0,-27600.0,-31200.0
224,1374.0,1381.0300233234163,1.0,1.0,989446.0,1.0,0.0,955438.0,-1.0,-1.0,1354288.0,1443.0,41400.0,0.0,40800.0
225,1435.38,1440.217117915356,1.0,1.0,976017.9999999999,1.0,0.0,955438.0,-1.0,-1.0,1336288.0,1413.0,-13428.000000000116,0.0,-18000.0
226,1423.1,1422.790798514316,-1.0,-1.0,1018678.0,-1.0,-1.0,998098.0,-1.0,-1.0,1299688.0,1352.0,42660.00000000012,42660.0,-36600.0
227,1355.01,1373.230880378373,1.0,1.0,1011016.0,1.0,1.0,990436.0,-1.0,-1.0,1293832.0,1342.24,-7662.0,-7662.0,-5856.0
228,1351.0,1330.2177717134132,-1.0,-1.0,989416.0,-1.0,-1.0,968836.0,-1.0,-1.0,1320688.0,1387.0,-21600.0,-21600.0,26856.0
229,1384.87,1374.6431586721826,-1.0,-1.0,970768.0,-1.0,0.0,968836.0,-1.0,-1.0,1338058.0,1415.95,-18648.0,0.0,17370.0
230,1421.91,1402.397637379635,-1.0,-1.0,952984.0,-1.0,0.0,968836.0,-1.0,-1.0,1359418.0,1451.55,-17784.0,0.0,21360.0
231,1467.0,1432.7056037851237,-1.0,-1.0,955474.0,-1.0,0.0,968836.0,-1.0,-1.0,1366198.0,1462.85,2490.0,0.0,6780.0
232,1469.9,1453.87001799042,-1.0,-1.0,969364.0,-1.0,0.0,968836.0,-1.0,-1.0,1356538.0,1446.75,13890.0,0.0,-9660.0
233,1440.26,1448.7772688935502,1.0,1.0,988708.0,1.0,1.0,988180.0,-1.0,-1.0,1371988.0,1472.5,19344.0,19344.0,15450.0
234,1472.0,1464.7539551352786,-1.0,-1.0,985708.0,-1.0,-1.0,985180.0,-1.0,-1.0,1374688.0,1477.0,-3000.0,-3000.0,2700.0
235,1477.1,1482.2772615607482,1.0,1.0,992968.0,1.0,1.0,992440.0,-1.0,-1.0,1382008.0,1489.2,7260.0,7260.0,7320.0
236,1495.0,1487.2461249550674,-1.0,-1.0,989752.0000000001,-1.0,-1.0,989224.0000000001,-1.0,-1.0,1388704.0,1500.36,-3215.9999999998836,-3215.9999999998836,6696.0
237,1505.0,1493.2946752203495,-1.0,-1.0,977823.9999999999,-1.0,0.0,989224.0000000001,-1.0,-1.0,1403416.0,1524.88,-11928.000000000233,0.0,14712.0
238,1529.0,1515.7193609038557,-1.0,-1.0,985576.0,-1.0,0.0,989224.0000000001,-1.0,-1.0,1398136.0,1516.08,7752.000000000116,0.0,-5280.0
239,1520.0,1517.974688619332,-1.0,-1.0,987976.0,-1.0,0.0,989224.0000000001,-1.0,-1.0,1398088.0,1516.0,2400.0,0.0,-48.0
240,1530.85,1523.769794582432,-1.0,-1.0,1009150.0,-1.0,0.0,989224.0000000001,-1.0,-1.0,1385824.0,1495.56,21174.0,0.0,-12264.0
241,1486.25,1494.9032454691956,1.0,1.0,1019110.0,1.0,1.0,999184.0000000001,-1.0,-1.0,1390198.0,1502.85,9960.0,9960.0,4374.0
242,1503.6,1519.1309248425234,1.0,1.0,1031350.0,1.0,0.0,999184.0000000001,-1.0,-1.0,1402888.0,1524.0,12240.0,0.0,12690.0
243,1526.97,1521.328277782567,-1.0,-1.0,1039732.0,-1.0,-1.0,1007566.0,-1.0,-1.0,1396288.0,1513.0,8382.0,8381.999999999884,-6600.0
244,1519.71,1522.3193071781534,1.0,1.0,1054306.0,1.0,1.0,1022140.0,-1.0,-1.0,1414888.0,1544.0,14574.0,14574.0,18600.0
245,1545.01,1535.9249538944582,-1.0,-1.0,1050112.0,-1.0,-1.0,1017946.0,-1.0,-1.0,1419688.0,1552.0,-4194.0,-4194.0,4800.0
246,1554.0,1549.6857270675323,-1.0,-1.0,1035333.9999999999,-1.0,0.0,1017946.0,-1.0,-1.0,1435666.0,1578.63,-14778.000000000116,0.0,15978.0
247,1590.0,1568.895797218682,-1.0,-1.0,1029334.0,-1.0,0.0,1017946.0,-1.0,-1.0,1448488.0,1600.0,-5999.999999999884,0.0,12822.0
248,1600.01,1593.7633515494858,-1.0,-1.0,1038868.0000000001,-1.0,0.0,1017946.0,-1.0,-1.0,1438960.0,1584.12,9534.000000000116,0.0,-9528.0
249,1599.93,1605.8506339408211,1.0,1.0,1035730.0000000001,1.0,1.0,1014808.0,-1.0,-1.0,1445308.0,1594.7,-3138.0,-3138.0,6348.0
250,1598.0,1595.9522186719375,-1.0,-1.0,1042330.0,-1.0,-1.0,1021408.0,-1.0,-1.0,1440688.0,1587.0,6599.999999999884,6600.0,-4620.0
251,1585.0,1586.9482873949978,1.0,1.0,1034284.0,1.0,1.0,1013362.0,-1.0,-1.0,1431442.0,1571.59,-8046.0,-8046.0,-9246.0
252,1548.31,1575.8872908510266,1.0,1.0,1029298.0,1.0,0.0,1013362.0,-1.0,-1.0,1412488.0,1540.0,-4986.0,0.0,-18954.0
253,1549.24,1546.630908203544,-1.0,-1.0,1004542.0,-1.0,-1.0,988606.0,-1.0,-1.0,1442788.0,1590.5,-24756.0,-24756.0,30300.0
254,1588.0,1582.6744467091248,-1.0,-1.0,1009342.0,-1.0,0.0,988606.0,-1.0,-1.0,1436488.0,1580.0,4800.0,0.0,-6300.0
255,1572.75,1576.7003719077154,1.0,1.0,981886.0,1.0,1.0,961150.0,-1.0,-1.0,1404682.0,1526.99,-27456.0,-27456.0,-31806.0
256,1528.6,1538.7536657228206,1.0,1.0,961726.0,1.0,0.0,961150.0,-1.0,-1.0,1385488.0,1495.0,-20160.0,0.0,-19194.0
257,1511.01,1513.1904421466274,1.0,1.0,991120.0,1.0,0.0,961150.0,-1.0,-1.0,1424488.0,1560.0,29394.0,0.0,39000.0
258,1573.0,1554.513995597768,-1.0,-1.0,1028920.0,-1.0,-1.0,998950.0,-1.0,-1.0,1394488.0,1510.0,37800.0,37800.0,-30000.0
259,1484.0,1523.20272118867,1.0,1.0,994720.0,1.0,1.0,964750.0,-1.0,-1.0,1344688.0,1427.0,-34200.0,-34200.0,-49800.0
260,1427.83,1442.4686867247487,1.0,1.0,1005622.0,1.0,0.0,964750.0,-1.0,-1.0,1356088.0,1446.0,10902.0,0.0,11400.0
261,1436.13,1424.4934703854983,-1.0,-1.0,1048300.0,-1.0,-1.0,1007428.0,-1.0,-1.0,1307488.0,1365.0,42678.0,42678.0,-48600.0
262,1372.99,1387.7727154396769,1.0,1.0,1055518.0,1.0,1.0,1014646.0,-1.0,-1.0,1319500.0,1385.02,7218.0,7218.0,12012.0
263,1362.0,1380.3384142928924,1.0,1.0,1089118.0,1.0,0.0,1014646.0,-1.0,-1.0,1339288.0,1418.0,33600.0,0.0,19788.0
264,1431.0,1424.3108698694464,-1.0,-1.0,1095688.0,-1.0,-1.0,1021216.0,-1.0,-1.0,1340518.0,1420.05,6570.0,6570.0,1230.0
265,1431.52,1434.112910877204,1.0,1.0,1079770.0,1.0,1.0,1005298.0,-1.0,-1.0,1331482.0,1404.99,-15918.0,-15918.0,-9036.0
266,1420.71,1422.3524106954126,1.0,1.0,1070344.0,1.0,0.0,1005298.0,-1.0,-1.0,1331488.0,1405.0,-9426.0,0.0,6.0
267,1424.91,1422.825951809028,-1.0,-1.0,1064140.0,-1.0,-1.0,999094.0,-1.0,-1.0,1349638.0,1435.25,-6204.0,-6204.0,18150.0
268,1431.91,1433.5032685424396,1.0,1.0,1065004.0,1.0,1.0,999958.0,-1.0,-1.0,1348498.0,1433.35,864.0,864.0,-1140.0
269,1428.74,1430.6664983761268,1.0,1.0,1075060.0,1.0,0.0,999958.0,-1.0,-1.0,1355788.0,1445.5,10056.0,0.0,7290.0
270,1440.11,1436.3618268824341,-1.0,-1.0,1079326.0,-1.0,-1.0,1004224.0,-1.0,-1.0,1348288.0,1433.0,4266.0,4266.0,-7500.0
271,1434.01,1436.8620215334759,1.0,1.0,1088320.0,1.0,1.0,1013218.0,-1.0,-1.0,1357888.0,1449.0,8994.0,8994.0,9600.0
272,1451.0,1444.9482189903272,-1.0,-1.0,1054120.0,-1.0,-1.0,979018.0,-1.0,-1.0,1393288.0,1508.0,-34200.0,-34200.0,35400.0
273,1511.0,1492.0327635208364,-1.0,-1.0,1028320.0,-1.0,0.0,979018.0,-1.0,-1.0,1420888.0,1554.0,-25800.0,0.0,27600.0
274,1559.87,1540.1506209324984,-1.0,-1.0,1027402.0,-1.0,0.0,979018.0,-1.0,-1.0,1425328.0,1561.4,-918.0,0.0,4440.0
275,1550.0,1556.9259096561354,1.0,1.0,1016962.0,1.0,1.0,968578.0,-1.0,-1.0,1408048.0,1532.6,-10440.0,-10440.0,-17280.0
276,1532.0,1538.8891047979055,1.0,1.0,1011562.0,1.0,0.0,968578.0,-1.0,-1.0,1402288.0,1523.0,-5400.0,0.0,-5760.0
277,1529.0,1529.1732676680206,1.0,1.0,973492.0,1.0,0.0,968578.0,-1.0,-1.0,1367818.0,1465.55,-38070.0,0.0,-34470.0
278,1462.65,1485.3517814742013,1.0,1.0,987682.0,1.0,0.0,968578.0,-1.0,-1.0,1380268.0,1486.3,14190.0,0.0,12450.0
279,1484.9,1464.3786309659624,-1.0,-1.0,907822.0,-1.0,-1.0,888718.0,-1.0,-1.0,1459288.0,1618.0,-79860.0,-79860.0,79020.0
280,1607.21,1579.5781090372366,-1.0,-1.0,931408.0,-1.0,0.0,888718.0,-1.0,-1.0,1429228.0,1567.9,23586.0,0.0,-30060.0
281,1585.01,1596.183156082041,1.0,1.0,923302.0,1.0,1.0,880612.0,-1.0,-1.0,1431388.0,1571.5,-8106.0,-8106.0,2160.0
282,1571.0,1573.2671665285584,1.0,1.0,933772.0,1.0,0.0,880612.0,-1.0,-1.0,1441558.0,1588.45,10470.0,0.0,10170.0
283,1593.0,1574.1360676368893,-1.0,-1.0,948472.0,-1.0,-1.0,895312.0,-1.0,-1.0,1429588.0,1568.5,14700.0,14700.0,-11970.0
284,1570.01,1571.7463880125,1.0,1.0,949960.0,1.0,1.0,896800.0,-1.0,-1.0,1431982.0,1572.49,1488.0,1488.0,2394.0
285,1574.84,1576.8668736688132,1.0,1.0,953626.0,1.0,0.0,896800.0,-1.0,-1.0,1437058.0,1580.95,3666.0,0.0,5076.0
286,1594.3,1579.327389809534,-1.0,-1.0,951406.0,-1.0,-1.0,894580.0,-1.0,-1.0,1447288.0,1598.0,-2220.0,-2220.0,10230.0
287,1594.01,1591.9280242413665,-1.0,-1.0,952612.0,-1.0,0.0,894580.0,-1.0,-1.0,1443688.0,1592.0,1206.0,0.0,-3600.0
288,1599.0,1596.8593188695138,-1.0,-1.0,947812.0,-1.0,0.0,894580.0,-1.0,-1.0,1452688.0,1607.0,-4800.0,0.0,9000.0
289,1611.0,1599.0721441544185,-1.0,-1.0,949198.0,-1.0,0.0,894580.0,-1.0,-1.0,1453702.0,1608.69,1386.0,0.0,1014.0
290,1611.01,1609.7183828239447,-1.0,-1.0,953734.0,-1.0,0.0,894580.0,-1.0,-1.0,1450558.0,1603.45,4536.0,0.0,-3144.0
291,1608.5,1607.928145788423,-1.0,-1.0,958624.0,-1.0,0.0,894580.0,-1.0,-1.0,1448698.0,1600.35,4890.0,0.0,-1860.0
292,1601.54,1598.7703426086273,-1.0,-1.0,975268.0,-1.0,0.0,894580.0,-1.0,-1.0,1432768.0,1573.8,16644.0,0.0,-15930.0
293,1578.5,1576.2772037610866,-1.0,-1.0,969568.0,-1.0,0.0,894580.0,-1.0,-1.0,1441288.0,1588.0,-5700.0,0.0,8520.0
294,1587.0,1583.3154521787797,-1.0,-1.0,971422.0,-1.0,0.0,894580.0,-1.0,-1.0,1438834.0,1583.91,1854.0,0.0,-2454.0
295,1587.75,1588.6132375397406,1.0,1.0,962662.0,1.0,1.0,885820.0,-1.0,-1.0,1432378.0,1573.15,-8760.0,-8760.0,-6456.0
296,1585.85,1583.398113170029,-1.0,-1.0,962806.0000000001,-1.0,-1.0,885964.0000000001,-1.0,-1.0,1439854.0,1585.61,144.00000000011642,144.00000000011642,7476.0
297,1592.28,1592.6029347981964,1.0,1.0,956044.0000000001,1.0,1.0,879202.0000000001,-1.0,-1.0,1437094.0,1581.01,-6762.0,-6762.0,-2760.0
298,1564.92,1582.0011190106804,1.0,1.0,977194.0000000001,1.0,0.0,879202.0000000001,-1.0,-1.0,1448590.0,1600.17,21150.0,0.0,11496.0
299,1603.49,1591.0533946669545,-1.0,-1.0,976186.0,-1.0,-1.0,878194.0,-1.0,-1.0,1451590.0,1605.17,-1008.0000000001164,-1008.0000000001164,3000.0
300,1605.0,1599.7771393080097,-1.0,-1.0,973696.0,-1.0,0.0,878194.0,-1.0,-1.0,1453978.0,1609.15,-2490.0,0.0,2388.0
301,1599.68,1601.4098556366062,1.0,1.0,981418.0,1.0,1.0,885916.0,-1.0,-1.0,1456018.0,1612.55,7722.0,7722.0,2040.0
302,1622.0,1608.9867351571938,-1.0,-1.0,980692.0,-1.0,-1.0,885190.0,-1.0,-1.0,1462414.0,1623.21,-726.0,-726.0,6396.0
303,1629.0,1621.333217920762,-1.0,-1.0,979492.0,-1.0,0.0,885190.0,-1.0,-1.0,1467088.0,1631.0,-1200.0,0.0,4674.0
304,1631.21,1627.9138772276435,-1.0,-1.0,973618.0,-1.0,0.0,885190.0,-1.0,-1.0,1473088.0,1641.0,-5874.0,0.0,6000.0
305,1649.02,1638.358469952962,-1.0,-1.0,963034.0,-1.0,0.0,885190.0,-1.0,-1.0,1488484.0,1666.66,-10584.0,0.0,15396.0
306,1674.0,1658.2911997720705,-1.0,-1.0,948814.0,-1.0,0.0,885190.0,-1.0,-1.0,1507108.0,1697.7,-14220.0,0.0,18624.0
307,1703.08,1685.6314315181103,-1.0,-1.0,953212.0,-1.0,0.0,885190.0,-1.0,-1.0,1505938.0,1695.75,4398.0,0.0,-1170.0
308,1702.39,1702.40262966099,1.0,1.0,943977.9999999999,1.0,1.0,875955.9999999999,-1.0,-1.0,1500688.0,1687.0,-9234.000000000116,-9234.000000000116,-5250.0
309,1670.01,1683.6971693308246,1.0,1.0,951171.9999999999,1.0,0.0,875955.9999999999,-1.0,-1.0,1497688.0,1682.0,7194.0,0.0,-3000.0
310,1683.01,1685.8724977112665,1.0,1.0,954837.9999999998,1.0,0.0,875955.9999999999,-1.0,-1.0,1501960.0,1689.12,3665.9999999998836,0.0,4272.0
311,1695.0,1689.2187828565338,-1.0,-1.0,950313.9999999998,-1.0,-1.0,871432.0,-1.0,-1.0,1510012.0,1702.54,-4524.0,-4523.999999999884,8052.0
312,1701.43,1696.474988143052,-1.0,-1.0,947721.9999999998,-1.0,0.0,871432.0,-1.0,-1.0,1511938.0,1705.75,-2592.0,0.0,1926.0
313,1704.0,1704.0361815133974,1.0,1.0,960621.9999999998,1.0,1.0,884332.0,-1.0,-1.0,1523788.0,1725.5,12900.0,12900.0,11850.0
314,1720.05,1714.4470379111497,-1.0,-1.0,963531.9999999998,-1.0,-1.0,887242.0,-1.0,-1.0,1517608.0,1715.2,2910.0,2910.0,-6180.0
315,1710.0,1712.1607030851458,1.0,1.0,967131.9999999998,1.0,1.0,890842.0,-1.0,-1.0,1518088.0,1716.0,3600.0,3600.0,480.0
316,1700.16,1710.348071112363,1.0,1.0,988629.9999999998,1.0,0.0,890842.0,-1.0,-1.0,1530082.0,1735.99,21498.0,0.0,11994.0
317,1743.0,1723.1064319636314,-1.0,-1.0,982629.9999999998,-1.0,-1.0,884842.0,-1.0,-1.0,1540288.0,1753.0,-6000.0,-6000.0,10206.0
318,1759.76,1743.804774510034,-1.0,-1.0,1003611.9999999998,-1.0,0.0,884842.0,-1.0,-1.0,1523362.0,1724.79,20982.0,0.0,-16926.0
319,1733.0,1726.7122310012423,-1.0,-1.0,1013277.9999999997,-1.0,0.0,884842.0,-1.0,-1.0,1518622.0,1716.89,9665.999999999884,0.0,-4740.0
320,1702.85,1717.2561992052986,1.0,1.0,988767.9999999997,1.0,1.0,860332.0,-1.0,-1.0,1485688.0,1662.0,-24510.0,-24510.0,-32934.0
321,1668.0,1666.3953438871813,-1.0,-1.0,974067.9999999995,-1.0,-1.0,845632.0,-1.0,-1.0,1503988.0,1692.5,-14700.000000000116,-14700.0,18300.0
322,1674.21,1673.8371643255166,-1.0,-1.0,979893.9999999995,-1.0,0.0,845632.0,-1.0,-1.0,1487188.0,1664.5,5826.0,0.0,-16800.0
323,1671.4,1674.8665481853175,1.0,1.0,998853.9999999995,1.0,1.0,864592.0,-1.0,-1.0,1510288.0,1703.0,18960.0,18960.0,23100.0
324,1721.0,1698.9552220784958,-1.0,-1.0,1011153.9999999995,-1.0,-1.0,876892.0,-1.0,-1.0,1508788.0,1700.5,12300.0,12300.0,-1500.0
325,1689.25,1700.872312247519,1.0,1.0,1025943.9999999995,1.0,1.0,891682.0,-1.0,-1.0,1516828.0,1713.9,14790.0,14790.0,8040.0
326,1724.0,1707.0621000849865,-1.0,-1.0,1042749.9999999995,-1.0,-1.0,908488.0,-1.0,-1.0,1506082.0,1695.99,16806.0,16806.0,-10746.0
327,1710.0,1710.7970432867028,1.0,1.0,1034559.9999999995,1.0,1.0,900298.0,-1.0,-1.0,1506298.0,1696.35,-8190.0,-8190.0,216.0
328,1703.0,1700.9129021516062,-1.0,-1.0,1029345.9999999995,-1.0,-1.0,895084.0,-1.0,-1.0,1515502.0,1711.69,-5214.0,-5214.0,9204.0
329,1719.99,1711.8335587280703,-1.0,-1.0,1017411.9999999994,-1.0,0.0,895084.0,-1.0,-1.0,1532416.0,1739.88,-11934.000000000116,0.0,16914.0
330,1742.0,1729.6481940464907,-1.0,-1.0,1024611.9999999995,-1.0,0.0,895084.0,-1.0,-1.0,1526488.0,1730.0,7200.000000000116,0.0,-5928.0
331,1725.0,1727.8935485005607,1.0,1.0,1043841.9999999995,1.0,1.0,914314.0,-1.0,-1.0,1542718.0,1757.05,19230.0,19230.0,16230.0
332,1760.0,1743.7906626118697,-1.0,-1.0,1019991.9999999995,-1.0,-1.0,890464.0,-1.0,-1.0,1568338.0,1799.75,-23850.0,-23850.0,25620.0
333,1803.5,1782.1910449727727,-1.0,-1.0,1014591.9999999995,-1.0,0.0,890464.0,-1.0,-1.0,1575988.0,1812.5,-5400.0,0.0,7650.0
334,1820.0,1800.6595116716405,-1.0,-1.0,1026231.9999999995,-1.0,0.0,890464.0,-1.0,-1.0,1568848.0,1800.6,11640.0,0.0,-7140.0
335,1812.0,1804.1242936704825,-1.0,-1.0,1003701.9999999995,-1.0,0.0,890464.0,-1.0,-1.0,1598218.0,1849.55,-22530.0,0.0,29370.0
336,1848.0,1826.4612788866345,-1.0,-1.0,1007841.9999999995,-1.0,0.0,890464.0,-1.0,-1.0,1593148.0,1841.1,4140.0,0.0,-5070.0
337,1839.2,1835.5440700262568,-1.0,-1.0,1019301.9999999995,-1.0,0.0,890464.0,-1.0,-1.0,1580548.0,1820.1,11460.0,0.0,-12600.0
338,1825.29,1825.690407790873,1.0,1.0,1012347.9999999995,1.0,1.0,883510.0,-1.0,-1.0,1576708.0,1813.7,-6954.0,-6954.0,-3840.0
339,1810.41,1814.309778785544,1.0,1.0,1017201.9999999995,1.0,0.0,883510.0,-1.0,-1.0,1579588.0,1818.5,4854.0,0.0,2880.0
340,1822.0,1834.4076444511786,1.0,1.0,1020807.9999999995,1.0,0.0,883510.0,-1.0,-1.0,1585294.0,1828.01,3606.0,0.0,5706.0
