,Date,Open ,High,Low,Close ,Volume,ADS_Index,Mkt-RF,SMB,HML,RF,returns
20,2016-02-04 00:00:00,530.25,538.99,519.22,529.33,49380.0,-0.337449930992904,,,,,
21,2016-02-05 00:00:00,533.0,533.03,498.5,499.5,77579.0,-0.351810132075527,,,,,
22,2016-02-08 00:00:00,495.02,496.0,475.21,484.05,79658.0,-0.395502429785704,,,,,
23,2016-02-09 00:00:00,488.0,498.38,474.0,484.0,56916.0,-0.40955960088024,,,,,
24,2016-02-10 00:00:00,489.48,506.16,486.0,495.0,51982.0,-0.42336707660893,,,,,
25,2016-02-11 00:00:00,491.0,509.3,481.0,504.1,60452.0,-0.436926652440684,,,,,
26,2016-02-12 00:00:00,510.74,516.75,501.49,507.2,43372.0,-0.450240091608501,,,,,
27,2016-02-16 00:00:00,520.5,524.45,511.66,523.21,40394.0,-0.500189846672731,,,,,
28,2016-02-17 00:00:00,525.0,537.48,519.39,534.4,38253.0,-0.511266954201991,,,,,
29,2016-02-18 00:00:00,533.3,542.5,523.73,524.76,36775.0,-0.521712616881573,,,,,
30,2016-02-19 00:00:00,523.0,535.98,515.35,535.98,37359.0,-0.531528193023664,,,,,
31,2016-02-22 00:00:00,543.0,560.65,539.8,558.6,43295.0,-0.557360843589853,,,,,
32,2016-02-23 00:00:00,557.0,558.99,545.33,551.75,31211.0,-0.565223979854422,,,,,
33,2016-02-24 00:00:00,547.36,556.8,533.15,556.8,50183.0,-0.572864540724935,,,,,
34,2016-02-25 00:00:00,554.0,559.39,545.29,555.0,36902.0,-0.580283519749365,,,,,
35,2016-02-26 00:00:00,560.0,562.5,552.25,553.0,39739.0,-0.587481881662064,,,,,
36,2016-02-29 00:00:00,551.52,564.81,550.46,553.05,60590.0,-0.60751471564431,,,,,
37,2016-03-01 00:00:00,558.0,583.5,556.0,581.12,39424.0,-0.61390504591479,,,,,
38,2016-03-02 00:00:00,584.0,585.0,573.7,578.55,35218.0,-0.620880498580118,,,,,
39,2016-03-03 00:00:00,581.0,581.0,573.11,577.47,20580.0,-0.627722430542132,,,,,
40,2016-03-04 00:00:00,578.0,581.63,571.06,575.6,25868.0,-0.634431731498292,,,,,
41,2016-03-07 00:00:00,574.62,574.62,555.55,562.25,37980.0,-0.653211559976864,,,,,
42,2016-03-08 00:00:00,559.0,571.35,554.74,560.3,36740.0,-0.658245750151106,,,,,
43,2016-03-09 00:00:00,565.26,565.7,550.12,559.25,68315.0,-0.662559138211008,,,,,
44,2016-03-10 00:00:00,562.38,567.0,547.9,558.5,29498.0,-0.666152285052297,,,,,
45,2016-03-11 00:00:00,563.52,570.06,562.73,569.0,30005.0,-0.669025657913414,,,,,
46,2016-03-14 00:00:00,570.0,576.89,563.05,573.57,27536.0,-0.673361614264634,,,,,
47,2016-03-15 00:00:00,570.0,581.52,567.0,577.02,30272.0,-0.67355309600768,,,,,
48,2016-03-16 00:00:00,576.0,581.32,562.0,569.4,28231.0,-0.673188952843501,,,,,
49,2016-03-17 00:00:00,572.02,575.5,555.01,558.5,47512.0,-0.672269137420377,,,,,
50,2016-03-18 00:00:00,561.4,562.33,546.09,552.0,56229.0,-0.67079353012919,,,,,
51,2016-03-21 00:00:00,554.0,555.24,538.58,553.72,42193.0,-0.662897702934653,,,,,
52,2016-03-22 00:00:00,546.71,562.76,544.01,560.7,31808.0,-0.658823769619143,,,,,
53,2016-03-23 00:00:00,561.99,572.48,558.1,568.98,32010.0,-0.653951770411925,,,,,
54,2016-03-24 00:00:00,567.0,583.98,566.0,583.45,39801.0,-0.648281071777711,,,,,
55,2016-03-28 00:00:00,585.5,585.99,575.56,580.02,25216.0,-0.617703526941887,,,,,
56,2016-03-29 00:00:00,579.0,595.85,576.5,594.0,34120.0,-0.608458787825834,,,,,
57,2016-03-30 00:00:00,598.0,603.24,595.0,598.59,30762.0,-0.59873346597915,,,,,
58,2016-03-31 00:00:00,598.0,600.75,592.21,594.01,20964.0,-0.588526296759885,,,,,
59,2016-04-01 00:00:00,591.31,599.03,586.91,598.55,22864.0,-0.577835952868587,,,,,
60,2016-04-04 00:00:00,600.1,600.1,590.55,592.6,19510.0,-0.548218098717673,,,,,
61,2016-04-05 00:00:00,589.89,593.47,585.25,587.5,16914.0,-0.539698562895029,,,,,
62,2016-04-06 00:00:00,588.08,602.4,587.5,602.15,22432.0,-0.532076147286046,,,,,
63,2016-04-07 00:00:00,601.0,601.0,589.08,591.26,23787.0,-0.525349860702292,,,,,
64,2016-04-08 00:00:00,594.31,597.86,589.0,594.0,20214.0,-0.519518828484365,,,,,
65,2016-04-11 00:00:00,596.02,604.0,594.91,596.0,19910.0,-0.50687340689431,,,,,
66,2016-04-12 00:00:00,597.0,604.06,592.31,603.45,19755.0,-0.503873114982076,,,,,
67,2016-04-13 00:00:00,604.5,616.81,604.5,614.8,31916.0,-0.501538344603621,,,,,
68,2016-04-14 00:00:00,614.44,624.38,614.44,621.05,23269.0,-0.499868792154744,,,,,
69,2016-04-15 00:00:00,620.0,626.77,618.11,626.39,22112.0,-0.498864240533524,,,,,
70,2016-04-18 00:00:00,625.0,637.64,624.2,633.5,33612.0,-0.499549806528352,,,,,
71,2016-04-19 00:00:00,636.5,639.46,620.8,627.8,31575.0,-0.500580828728267,,,,,
72,2016-04-20 00:00:00,627.9,636.55,623.0,632.48,19746.0,-0.501942904389366,,,,,
73,2016-04-21 00:00:00,633.9,637.82,619.0,623.5,19127.0,-0.503636210630521,,,,,
74,2016-04-22 00:00:00,623.97,628.25,611.56,619.5,39334.0,-0.505660967642501,,,,,
75,2016-04-25 00:00:00,620.46,626.98,616.25,626.45,20350.0,-0.513770921778694,,,,,
76,2016-04-26 00:00:00,628.0,628.83,610.51,610.92,18847.0,-0.516722652386723,,,,,
77,2016-04-27 00:00:00,611.8,617.6,601.28,616.5,31241.0,-0.519561505934243,,,,,
78,2016-04-28 00:00:00,610.0,682.35,599.2,678.0,49825.0,-0.522287851574411,,,,,
79,2016-04-29 00:00:00,674.0,677.1,654.0,660.35,78047.0,-0.52490204383031,,,,,
80,2016-05-02 00:00:00,662.98,685.5,661.5,683.9,50188.0,-0.53226220411692,,,,,
81,2016-05-03 00:00:00,680.0,680.4,670.2,672.94,37685.0,-0.533542336013317,,,,,
82,2016-05-04 00:00:00,667.84,674.0,662.14,671.94,35961.0,-0.53363587555836,,,,,
83,2016-05-05 00:00:00,673.0,676.49,656.0,657.37,37986.0,-0.532542834915555,,,,,
84,2016-05-06 00:00:00,667.0,676.95,654.51,674.18,33728.0,-0.530263071950272,,,,,
85,2016-05-09 00:00:00,679.44,686.98,671.41,678.51,30810.0,-0.51647239446581,,,,,
86,2016-05-10 00:00:00,686.75,704.55,678.0,703.0,47240.0,-0.510244156939231,,,,,
87,2016-05-11 00:00:00,700.5,719.0,700.5,713.8,59194.0,-0.503456516417241,,,,,
88,2016-05-12 00:00:00,714.0,722.45,711.51,717.2,38718.0,-0.496108590262219,,,,,
89,2016-05-13 00:00:00,714.25,719.25,706.51,710.25,36120.0,-0.48819942297924,,,,,
90,2016-05-16 00:00:00,710.0,715.5,700.28,711.0,43025.0,-0.460636286613494,,,,,
91,2016-05-17 00:00:00,712.1,714.47,693.91,695.0,40339.0,-0.450086817678815,,,,,
92,2016-05-18 00:00:00,694.5,702.54,688.76,697.85,32180.0,-0.439043399393453,,,,,
93,2016-05-19 00:00:00,694.13,699.4,689.56,699.0,23549.0,-0.427504595715472,,,,,
94,2016-05-20 00:00:00,699.21,707.24,699.08,703.3,21747.0,-0.415468906185,,,,,
95,2016-05-23 00:00:00,702.8,707.0,696.0,696.4,20064.0,-0.37583373392556,,,,,
96,2016-05-24 00:00:00,699.0,707.5,698.0,704.98,22468.0,-0.360929344166603,,,,,
97,2016-05-25 00:00:00,707.8,710.86,702.8,708.0,23990.0,-0.345185437074247,,,,,
98,2016-05-26 00:00:00,708.98,715.26,707.29,715.26,18982.0,-0.328599965373794,,,,,
99,2016-05-27 00:00:00,715.94,716.6,711.1,712.15,17537.0,-0.311170772356853,,,,,
100,2016-05-31 00:00:00,713.3,724.23,711.32,722.65,26894.0,-0.232463813148433,,,,,
101,2016-06-01 00:00:00,718.5,726.43,716.56,719.4,24552.0,-0.210358302746684,,,,,
102,2016-06-02 00:00:00,721.79,729.0,715.5,728.63,23302.0,-0.188371803735364,,,,,
103,2016-06-03 00:00:00,730.84,730.97,718.43,725.5,24683.0,-0.167146770032298,,,,,
104,2016-06-06 00:00:00,728.5,731.5,724.42,725.8,20218.0,-0.107928803781451,,,,,
105,2016-06-07 00:00:00,730.43,730.99,720.55,724.1,19877.0,-0.0893869939198215,,,,,
106,2016-06-08 00:00:00,725.84,729.42,721.6,726.87,16296.0,-0.0713423164483609,,,,,
107,2016-06-09 00:00:00,724.02,728.91,722.3,727.82,15615.0,-0.0537924249093958,,,,,
108,2016-06-10 00:00:00,724.1,724.98,714.21,717.99,25675.0,-0.0367350371852358,,,,,
109,2016-06-13 00:00:00,710.46,721.99,709.14,714.98,25233.0,0.0113370537751859,,,,,
110,2016-06-14 00:00:00,711.16,720.81,708.5,718.49,18038.0,0.025654715819773,,,,,
111,2016-06-15 00:00:00,721.03,722.56,713.35,716.4,20330.0,0.0388658833069898,,,,,
112,2016-06-16 00:00:00,712.0,718.45,705.3,718.45,22004.0,0.0509722741642071,,,,,
113,2016-06-17 00:00:00,716.5,719.0,699.18,704.25,45374.0,0.061975462658063,,,,,
114,2016-06-20 00:00:00,708.33,721.31,708.33,714.73,26484.0,0.0888368160401148,,,,,
115,2016-06-21 00:00:00,717.0,718.4,712.72,714.0,15266.0,0.0962971319919093,,,,,
116,2016-06-22 00:00:00,717.35,717.35,707.56,712.58,15760.0,0.103059730493212,,,,,
117,2016-06-23 00:00:00,717.5,725.0,712.5,720.25,21115.0,0.109125490925279,,,,,
118,2016-06-24 00:00:00,712.0,712.53,687.01,699.0,54390.0,0.114495202055333,,,,,
119,2016-06-27 00:00:00,696.78,696.82,682.11,692.0,40815.0,0.126492389273888,,,,,
120,2016-06-28 00:00:00,697.5,708.0,697.0,707.5,29834.0,0.128874157031829,,,,,
121,2016-06-29 00:00:00,708.5,719.5,708.5,716.6,22257.0,0.130294792001125,,,,,
122,2016-06-30 00:00:00,719.0,719.37,712.54,714.52,21944.0,0.130754478915465,,,,,
123,2016-07-01 00:00:00,714.52,728.0,714.52,725.67,21397.0,0.130253277550696,,,,,
124,2016-07-05 00:00:00,723.5,729.96,719.61,728.14,17607.0,0.123739659624684,,,,,
125,2016-07-06 00:00:00,721.71,738.37,721.4,737.6,29720.0,0.120896223072974,,,,,
126,2016-07-07 00:00:00,740.0,740.0,731.63,735.22,22374.0,0.117559248899826,,,,,
127,2016-07-08 00:00:00,735.01,746.1,735.01,745.25,25810.0,0.113728303178466,,,,,
128,2016-07-11 00:00:00,747.35,755.9,747.0,753.7,23270.0,0.0993977562846069,,,,,
129,2016-07-12 00:00:00,754.88,760.0,740.33,747.5,43966.0,0.0939156810943502,,,,,
130,2016-07-13 00:00:00,748.3,756.87,741.25,742.0,33363.0,0.0881355017109244,,,,,
131,2016-07-14 00:00:00,746.17,749.04,739.02,741.0,18232.0,0.0820564665029249,,,,,
132,2016-07-15 00:00:00,741.2,746.55,732.1,734.5,24026.0,0.0756777849769315,,,,,
133,2016-07-18 00:00:00,739.88,741.6,728.72,735.05,22704.0,0.054667853297912,,,,,
134,2016-07-19 00:00:00,733.5,743.33,731.21,740.5,17649.0,0.0469476762304424,,,,,
135,2016-07-20 00:00:00,743.44,746.85,740.7,746.3,16682.0,0.0388565909620278,,,,,
136,2016-07-21 00:00:00,746.0,749.47,742.79,744.39,17559.0,0.0303935453603068,,,,,
137,2016-07-22 00:00:00,746.5,751.28,743.53,744.1,17477.0,0.0215574389246844,,,,,
138,2016-07-25 00:00:00,746.8,748.5,735.35,740.0,21108.0,-0.00720180162262131,,,,,
139,2016-07-26 00:00:00,741.34,743.13,732.75,738.99,19833.0,-0.0175120245582867,,,,,
140,2016-07-27 00:00:00,739.26,744.0,733.86,742.5,20736.0,-0.0281706106638929,,,,,
141,2016-07-28 00:00:00,744.0,788.2,717.35,768.25,61820.0,-0.0391789459393393,,,,,
142,2016-07-29 00:00:00,752.61,771.0,737.94,758.06,54270.0,-0.0505384618645084,,,,,
143,2016-08-01 00:00:00,754.0,770.5,754.0,767.0,27618.0,-0.0867708442583646,,,,,
144,2016-08-02 00:00:00,766.3,769.3,757.02,758.01,27995.0,-0.0992291065502654,,,,,
145,2016-08-03 00:00:00,759.4,762.1,752.25,754.5,28497.0,-0.11107258761368,,,,,
146,2016-08-04 00:00:00,755.62,765.0,750.35,761.47,25737.0,-0.122302827527508,,,,,
147,2016-08-05 00:00:00,762.9,768.47,761.0,765.5,21309.0,-0.132921286627223,,,,,
148,2016-08-08 00:00:00,766.7,769.79,761.01,766.56,15731.0,-0.160978608934187,,,,,
149,2016-08-09 00:00:00,768.0,772.6,766.51,768.0,14118.0,-0.169029377466558,,,,,
150,2016-08-10 00:00:00,770.39,772.1,766.19,768.01,12077.0,-0.176481658624963,,,,,
151,2016-08-11 00:00:00,769.21,773.75,768.56,770.91,15918.0,-0.18333642147423,,,,,
152,2016-08-12 00:00:00,771.0,773.15,765.0,771.73,11664.0,-0.189594557380299,,,,,
153,2016-08-15 00:00:00,773.17,775.85,767.71,768.9,15524.0,-0.20464895544606,,,,,
154,2016-08-16 00:00:00,766.0,770.0,763.82,764.5,11696.0,-0.208384252575191,,,,,
155,2016-08-17 00:00:00,765.0,765.8,759.19,763.9,13896.0,-0.211530503128012,,,,,
156,2016-08-18 00:00:00,764.93,766.1,760.6,764.0,11088.0,-0.214088116230356,,,,,
157,2016-08-19 00:00:00,762.69,766.2,756.16,756.85,18154.0,-0.216057424464003,,,,,
158,2016-08-22 00:00:00,756.0,760.15,752.1,759.58,12748.0,-0.218285376668267,,,,,
159,2016-08-23 00:00:00,759.75,764.7,759.48,762.2,11393.0,-0.217786298321541,,,,,
160,2016-08-24 00:00:00,755.0,764.44,755.0,756.9,13346.0,-0.216734774243214,,,,,
161,2016-08-25 00:00:00,758.17,760.68,754.16,759.31,12356.0,-0.215130667697304,,,,,
162,2016-08-26 00:00:00,759.0,770.0,757.5,769.2,21103.0,-0.212973770092212,,,,,
163,2016-08-29 00:00:00,769.75,774.98,768.0,771.5,16870.0,-0.202995466516383,,,,,
164,2016-08-30 00:00:00,773.6,773.6,765.56,767.1,13223.0,-0.198537872466649,,,,,
165,2016-08-31 00:00:00,768.91,770.0,764.0,767.56,12490.0,-0.193627046091024,,,,,
166,2016-09-01 00:00:00,768.79,772.93,766.75,770.37,13336.0,-0.18826234880529,,,,,
167,2016-09-02 00:00:00,770.65,776.0,768.6,772.0,16464.0,-0.183063892396548,,,,,
168,2016-09-06 00:00:00,775.0,789.5,770.22,789.39,29512.0,-0.166259921784412,,,,,
169,2016-09-07 00:00:00,789.54,791.0,784.32,785.0,18824.0,-0.163109310130265,,,,,
170,2016-09-08 00:00:00,784.86,787.5,781.44,783.9,15780.0,-0.160446953627764,,,,,
171,2016-09-09 00:00:00,783.25,784.5,759.67,760.4,31775.0,-0.15827250607472,,,,,
172,2016-09-12 00:00:00,754.4,772.66,751.85,771.5,23542.0,-0.154347590273051,,,,,
173,2016-09-13 00:00:00,769.06,769.89,759.05,763.98,23088.0,-0.15356499734698,,,,,
174,2016-09-14 00:00:00,766.66,767.5,758.85,760.29,19354.0,-0.153038389656648,,,,,
175,2016-09-15 00:00:00,764.35,770.87,757.58,767.14,23677.0,-0.152767698724097,,,,,
176,2016-09-16 00:00:00,769.68,780.46,768.31,778.53,43315.0,-0.152752889349761,,,,,
177,2016-09-19 00:00:00,778.53,782.9,771.0,775.84,17225.0,-0.154148410211143,,,,,
178,2016-09-20 00:00:00,779.13,781.37,775.5,780.52,14397.0,-0.155264613145031,,,,,
179,2016-09-21 00:00:00,782.44,790.69,779.01,789.75,21078.0,-0.156839694794523,,,,,
180,2016-09-22 00:00:00,790.79,805.89,790.75,804.69,31749.0,-0.158873859976934,,,,,
181,2016-09-23 00:00:00,803.41,807.75,795.42,805.69,17632.0,-0.161367373206969,,,,,
182,2016-09-26 00:00:00,802.95,805.93,797.14,799.89,20064.0,-0.171309382619428,,,,,
183,2016-09-27 00:00:00,802.93,816.64,797.6,815.77,30464.0,-0.175184625323241,,,,,
184,2016-09-28 00:00:00,816.11,830.14,814.5,829.19,34604.0,-0.179360032602295,,,,,
185,2016-09-29 00:00:00,830.0,837.5,814.35,829.05,38756.0,-0.183836147409848,,,,,
186,2016-09-30 00:00:00,829.75,839.95,826.41,837.7,36400.0,-0.188613551801965,,,,,
187,2016-10-03 00:00:00,837.7,839.86,831.25,837.89,21808.0,-0.203965075090861,,,,,
188,2016-10-04 00:00:00,840.1,842.37,830.26,833.5,22819.0,-0.208824450216323,,,,,
189,2016-10-05 00:00:00,834.96,845.67,834.95,843.5,26164.0,-0.213512982028966,,,,,
190,2016-10-06 00:00:00,846.01,847.21,840.6,842.24,21332.0,-0.218031280206709,,,,,
191,2016-10-07 00:00:00,841.5,845.95,837.45,838.77,19200.0,-0.222379932290975,,,,,
192,2016-10-10 00:00:00,842.5,846.26,839.43,842.0,14153.0,-0.234375178918439,,,,,
193,2016-10-11 00:00:00,841.1,842.89,828.35,831.5,27296.0,-0.237604420993576,,,,,
194,2016-10-12 00:00:00,831.53,837.67,830.1,834.0,18017.0,-0.240258684260924,,,,,
195,2016-10-13 00:00:00,830.0,834.09,821.21,828.76,22979.0,-0.242338313870259,,,,,
196,2016-10-14 00:00:00,833.69,836.4,822.0,822.44,23666.0,-0.243843580248297,,,,,
197,2016-10-17 00:00:00,822.81,822.96,811.68,818.0,25865.0,-0.245284283998059,,,,,
198,2016-10-18 00:00:00,821.0,823.26,815.02,818.05,19679.0,-0.245625242389759,,,,,
199,2016-10-19 00:00:00,817.5,822.01,815.17,817.4,16212.0,-0.246154651115274,,,,,
200,2016-10-20 00:00:00,818.93,818.93,803.1,812.98,25001.0,-0.246872579016799,,,,,
201,2016-10-21 00:00:00,810.0,820.0,808.2,818.99,22062.0,-0.247779119450805,,,,,
202,2016-10-24 00:00:00,824.0,838.99,820.6,838.48,31941.0,-0.251238831269536,,,,,
203,2016-10-25 00:00:00,841.3,843.09,831.52,834.5,25498.0,-0.251942068918574,,,,,
204,2016-10-26 00:00:00,835.0,836.5,820.0,825.07,31258.0,-0.252268338382901,,,,,
205,2016-10-27 00:00:00,827.33,832.59,745.0,772.0,61576.0,-0.252217682089293,,,,,
206,2016-10-28 00:00:00,772.0,789.49,772.0,776.5,79327.0,-0.251790093450609,,,,,
207,2016-10-31 00:00:00,781.91,793.73,776.32,791.35,42592.0,-0.248418286020333,,,,,
208,2016-11-01 00:00:00,792.99,800.84,776.71,784.75,42399.0,-0.247457567225917,,,,,
209,2016-11-02 00:00:00,785.0,822.96,757.0,758.26,37742.0,-0.246962442590842,,,,,
210,2016-11-03 00:00:00,759.67,777.0,759.21,767.41,31191.0,-0.246216006053251,,,,,
211,2016-11-04 00:00:00,765.08,768.65,753.23,756.45,41496.0,-0.245218160549521,,,,,
212,2016-11-07 00:00:00,769.25,787.74,767.26,786.4,47744.0,-0.240085793518646,,,,,
213,2016-11-08 00:00:00,785.26,791.74,779.1,790.0,26299.0,-0.237502044990334,,,,,
214,2016-11-09 00:00:00,766.0,777.51,760.09,771.0,65007.0,-0.234716109345947,,,,,
215,2016-11-10 00:00:00,781.0,781.1,717.7,744.0,99611.0,-0.23172762431356,,,,,
216,2016-11-11 00:00:00,742.34,743.26,728.9,742.0,53118.0,-0.228536201282533,,,,,
217,2016-11-14 00:00:00,742.43,746.5,710.1,721.34,57197.0,-0.21706075134871,,,,,
218,2016-11-15 00:00:00,720.07,746.78,719.95,744.48,53187.0,-0.21137268735728,,,,,
219,2016-11-16 00:00:00,741.21,749.87,735.61,743.0,27896.0,-0.20447792315444,,,,,
220,2016-11-17 00:00:00,747.0,760.5,746.42,760.01,28470.0,-0.196375562172632,,,,,
221,2016-11-18 00:00:00,756.18,767.75,756.18,761.0,33289.0,-0.187064550813248,,,,,
222,2016-11-21 00:00:00,764.0,782.68,763.5,782.4,35559.0,-0.152188564759102,,,,,
223,2016-11-22 00:00:00,785.0,792.4,781.0,785.49,41767.0,-0.138462092316462,,,,,
224,2016-11-23 00:00:00,786.0,786.0,773.12,781.6,27791.0,-0.123630374306081,,,,,
225,2016-11-25 00:00:00,782.45,786.75,777.9,780.49,14468.0,-0.0906433429804745,,,,,
226,2016-11-28 00:00:00,778.42,778.42,764.24,767.0,33950.0,-0.0330314620201828,,,,,
227,2016-11-29 00:00:00,769.05,771.0,761.32,761.69,25338.0,-0.0122512850732717,,,,,
228,2016-11-30 00:00:00,762.02,768.09,750.25,752.0,36076.0,0.00913292079370389,,,,,
229,2016-12-01 00:00:00,750.42,754.3,738.03,744.5,35902.0,0.0311239362973309,,,,,
230,2016-12-02 00:00:00,742.12,748.5,736.7,741.5,28058.0,0.0530077793834636,,,,,
231,2016-12-05 00:00:00,748.56,761.49,742.0,761.18,33276.0,0.110791090203365,,,,,
232,2016-12-06 00:00:00,761.3,768.24,757.25,763.75,29090.0,0.127884265107744,,,,,
233,2016-12-07 00:00:00,765.0,770.5,755.82,769.8,27498.0,0.143967164276897,,,,,
234,2016-12-08 00:00:00,769.69,773.79,765.19,767.02,24537.0,0.159041879066694,,,,,
235,2016-12-09 00:00:00,767.87,771.0,765.34,768.66,18648.0,0.173110369732743,,,,,
236,2016-12-12 00:00:00,765.38,767.42,757.2,759.95,22041.0,0.20925863112627,,,,,
237,2016-12-13 00:00:00,763.12,782.46,762.0,775.0,41163.0,0.219395888423155,,,,,
238,2016-12-14 00:00:00,777.77,780.86,762.81,770.99,42706.0,0.228648955826161,,,,,
239,2016-12-15 00:00:00,769.41,769.59,760.2,761.31,29101.0,0.237019036567158,,,,,
240,2016-12-16 00:00:00,764.94,765.51,754.0,757.77,36168.0,0.244507219057962,,,,,
241,2016-12-19 00:00:00,760.0,770.5,756.16,766.3,24505.0,0.26153784853031,,,,,
242,2016-12-20 00:00:00,768.39,774.39,766.0,771.22,20503.0,0.264824499757951,,,,,
243,2016-12-21 00:00:00,771.88,772.0,765.7,770.5,15832.0,0.266702050736179,,,,,
244,2016-12-22 00:00:00,767.56,771.21,763.02,765.0,19918.0,0.26717074561421,,,,,
245,2016-12-23 00:00:00,764.66,766.5,757.99,760.45,15331.0,0.266230645339253,,,,,
246,2016-12-27 00:00:00,762.0,774.65,761.2,771.0,20882.0,0.2488505953902,,,,,
247,2016-12-28 00:00:00,772.5,780.0,770.49,771.99,25619.0,0.240670651461632,,,,,
248,2016-12-29 00:00:00,774.59,774.59,760.85,765.05,24816.0,0.230793664091471,,,,,
249,2016-12-30 00:00:00,767.0,768.0,748.28,749.5,31098.0,0.21921834891579,,,,,
250,2017-01-03 00:00:00,756.3,761.0,747.7,753.02,27386.0,0.161194836632158,,,,,
251,2017-01-04 00:00:00,756.0,759.68,754.2,756.5,18273.0,0.146505221027187,,,,,
252,2017-01-05 00:00:00,757.37,782.4,756.0,781.7,46024.0,0.131943861353511,,,,,
253,2017-01-06 00:00:00,781.0,799.44,778.0,795.12,47261.0,0.117508864110167,,,,,
254,2017-01-09 00:00:00,797.5,801.78,791.77,796.65,27449.0,0.0749246201001599,,,,,
255,2017-01-10 00:00:00,798.0,798.0,789.54,795.5,19292.0,0.0610208288946286,,,,,
256,2017-01-11 00:00:00,796.5,799.51,789.51,799.05,22425.0,0.047297283214884,,,,,
257,2017-01-12 00:00:00,797.47,814.14,796.25,814.14,37478.0,0.0337521985059445,,,,,
258,2017-01-13 00:00:00,815.64,821.65,811.4,816.8,29127.0,0.0203838134191792,,,,,
259,2017-01-17 00:00:00,815.0,816.96,803.44,809.03,28068.0,-0.0314206929043386,,,,,
260,2017-01-18 00:00:00,809.25,811.73,804.27,810.99,17671.0,-0.0438127432598144,,,,,
261,2017-01-19 00:00:00,808.12,813.51,807.32,809.45,19206.0,-0.0559380192749201,,,,,
262,2017-01-20 00:00:00,812.0,816.02,806.25,807.52,26022.0,-0.0677980976720436,,,,,
263,2017-01-23 00:00:00,806.7,818.5,805.08,818.15,19865.0,-0.101984401760389,,,,,
264,2017-01-24 00:00:00,819.82,823.99,814.49,822.63,22611.0,-0.113723754230483,,,,,
265,2017-01-25 00:00:00,827.0,837.42,825.11,836.08,31076.0,-0.125948380224972,,,,,
266,2017-01-26 00:00:00,838.9,845.0,832.0,834.05,27457.0,-0.138659869385317,,,,,
267,2017-01-27 00:00:00,836.17,839.7,829.44,835.54,22802.0,-0.151859874662718,,,,,
268,2017-01-30 00:00:00,832.89,834.23,816.38,830.15,27862.0,-0.193847517471166,,,,,
269,2017-01-31 00:00:00,827.99,828.7,819.56,824.75,23685.0,-0.208347471668431,,,,,
270,2017-02-01 00:00:00,827.33,835.51,823.48,835.34,28947.0,-0.223234111327939,,,,,
271,2017-02-02 00:00:00,833.85,842.49,801.0,805.1,53312.0,-0.238414080152023,,,,,
272,2017-02-03 00:00:00,808.11,818.3,801.0,808.6,81125.0,-0.252693522150334,,,,,
273,2017-02-06 00:00:00,810.95,813.17,803.0,805.75,30077.0,-0.28969661063079,,,,,
274,2017-02-07 00:00:00,808.68,816.16,806.33,812.5,26736.0,-0.299383199201966,,,,,
275,2017-02-08 00:00:00,813.14,821.48,812.0,820.01,21209.0,-0.307619161495,,,,,
276,2017-02-09 00:00:00,820.85,825.0,819.71,820.98,18151.0,-0.314405568481481,,,,,
277,2017-02-10 00:00:00,822.0,828.0,822.0,827.5,17689.0,-0.319743302638627,,,,,
